"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
mental_health_history_gender_support_current_type,mental_health_history,,checkbox,"Please select which type(s) of mental health support you are receiving.

(Check all that apply)","1, Online forums | 2, Crisis hotlines | 3, Community outreach programs | 4, Religious institutions | 5, Other",,,,,,"[mental_health_history_gender_support_current] = '1'",,,,,,
mental_health_history_gender_support_current_type_other,mental_health_history,,text,"If other, please describe:",,,,,,,"[mental_health_history_gender_support_current_type(5)] = ""1""",,,,,,
mental_health_history_gender_support_past,mental_health_history,,yesno,"Have you received any other form of mental health support in the past?

(For example, online forums, crisis hotlines, community programs, religious institutions, etc.)",,,,,,,"[mental_health_history_gender] = ""1"" or [mental_health_history_gender] = ""2""",,,,,,
mental_health_history_gender_support_past_type,mental_health_history,,checkbox,"Please select which type(s) of mental health support you received. 

(Check all that apply)","1, Online forums | 2, Crisis hotlines | 3, Community outreach programs | 4, Religious institutions | 5, Other",,,,,,"[mental_health_history_gender_support_past] = '1'",,,,,,
mental_health_history_gender_support_past_type_other,mental_health_history,,text,"If other, please describe:",,,,,,,"[mental_health_history_gender_support_past_type(5)] = ""1""",,,,,,
mental_health_history_disruptive_type,mental_health_history," Disruptive, Impulse-Control, and Conduct Disorder(s) (e.g., Oppositional-Defiant Disorder)",text,"What is your diagnosed or suspected disruptive disorder?",,,,,,,"[mental_health_history_disruptive] = ""1"" or [mental_health_history_disruptive] = ""2""",,,,,,
mental_health_history_disruptive_year,mental_health_history,,text,"What year did you receive or suspect this diagnosis?",,,,,,,"[mental_health_history_disruptive] = ""1"" or [mental_health_history_disruptive] = ""2""",,,,,,
mental_health_history_disruptive_treatment_current,mental_health_history,,yesno,"Are you currently receiving treatment for this disorder?

(For example, medication, talk therapy, etc.)
",,,,,,,"[mental_health_history_disruptive] = ""1"" or [mental_health_history_disruptive] = ""2""",,,,,,
mental_health_history_disruptive_treatment_current_type,mental_health_history,,checkbox,"Please select which type(s) of treatment options you are currently participating in.

(Check all that apply)","0, Psychotherapy (""Talk therapy"") or counseling | 1, Medication | 2, Support groups | 3, Residential mental health treatment | 4, Other",,,,,,"[mental_health_history_disruptive_treatment_current] = ""1""",,,,,,
mental_health_history_disruptive_treatment_current_type_other,mental_health_history,,text,"if other, please describe: ",,,,,,,"[mental_health_history_disruptive_treatment_current_type(4)] = ""1""",,,,,,
mental_health_history_disruptive_treatment_past,mental_health_history,,yesno,"Have you received treatment for this disorder in the past?

(For example, medication, talk therapy, etc.)",,,,,,,"[mental_health_history_disruptive] = ""1"" or [mental_health_history_disruptive] = ""2""",,,,,,
mental_health_history_disruptive_treatment_past_type,mental_health_history,,checkbox,"Please select which type(s) of treatment options you have participated in.

(Check all that apply)","0, Psychotherapy (""Talk therapy"") or counseling | 1, Medication | 2, Support groups | 3, Residential mental health treatment | 4, Other",,,,,,"[mental_health_history_disruptive_treatment_past] = ""1""",,,,,,
mental_health_history_disruptive_treatment_past_type_other,mental_health_history,,text,"If other, please describe: ",,,,,,,"[mental_health_history_disruptive_treatment_past_type(4)] = ""1""",,,,,,
mental_health_history_disruptive_support_current,mental_health_history,,yesno,"Are you currently receiving any other form of mental health support?

(For example, online forums, crisis hotlines, community programs, religious institutions, etc.)",,,,,,,"[mental_health_history_disruptive] = ""1"" or [mental_health_history_disruptive] = ""2""",,,,,,
mental_health_history_disruptive_support_current_type,mental_health_history,,checkbox,"Please select which type(s) of mental health support you are receiving.

(Check all that apply)","1, Online forums | 2, Crisis hotlines | 3, Community outreach programs | 4, Religious institutions | 5, Other",,,,,,"[mental_health_history_disruptive_support_current] = '1'",,,,,,
mental_health_history_disruptive_support_current_type_other,mental_health_history,,text,"If other, please describe:",,,,,,,"[mental_health_history_disruptive_support_current_type(5)] = ""1""",,,,,,
mental_health_history_disruptive_support_past,mental_health_history,,yesno,"Have you received any other form of mental health support in the past?

(For example, online forums, crisis hotlines, community programs, religious institutions, etc.)",,,,,,,"[mental_health_history_disruptive] = ""1"" or [mental_health_history_disruptive] = ""2""",,,,,,
mental_health_history_disruptive_support_past_type,mental_health_history,,checkbox,"Please select which type(s) of mental health support you received. 

(Check all that apply)","1, Online forums | 2, Crisis hotlines | 3, Community outreach programs | 4, Religious institutions | 5, Other",,,,,,"[mental_health_history_disruptive_support_past] = '1'",,,,,,
mental_health_history_disruptive_support_past_type_other,mental_health_history,,text,"If other, please describe:",,,,,,,"[mental_health_history_disruptive_support_past_type(5)] = ""1""",,,,,,
mental_health_history_substance_type,mental_health_history," Substance-Related and Addictive Disorder(s)(e.g., Alcohol Use Disorder)",text,"What is your diagnosed or suspected substance disorder?",,,,,,,"[mental_health_history_substance] = ""1"" or [mental_health_history_substance] = ""2""",,,,,,
mental_health_history_substance_year,mental_health_history,,text,"What year did you receive or suspect this diagnosis?",,,,,,,"[mental_health_history_substance] = ""1"" or [mental_health_history_substance] = ""2""",,,,,,
mental_health_history_substance_treatment_current,mental_health_history,,yesno,"Are you currently receiving treatment for this disorder?

(For example, medication, talk therapy, etc.)
",,,,,,,"[mental_health_history_substance] = ""1"" or [mental_health_history_substance] = ""2""",,,,,,
mental_health_history_substance_treatment_current_type,mental_health_history,,checkbox,"Please select which type(s) of treatment options you are currently participating in.

(Check all that apply)","0, Psychotherapy (""Talk therapy"") or counseling | 1, Medication | 2, Support groups | 3, Residential mental health treatment | 4, Other",,,,,,"[mental_health_history_substance_treatment_current] = ""1""",,,,,,
mental_health_history_substance_treatment_current_type_other,mental_health_history,,text,"if other, please describe: ",,,,,,,"[mental_health_history_substance_treatment_current_type(4)] = ""1""",,,,,,
mental_health_history_substance_treatment_past,mental_health_history,,yesno,"Have you received treatment for this disorder in the past?

(For example, medication, talk therapy, etc.)",,,,,,,"[mental_health_history_substance] = ""1"" or [mental_health_history_substance] = ""2""",,,,,,
mental_health_history_substance_treatment_past_type,mental_health_history,,checkbox,"Please select which type(s) of treatment options you have participated in.

(Check all that apply)","0, Psychotherapy (""Talk therapy"") or counseling | 1, Medication | 2, Support groups | 3, Residential mental health treatment | 4, Other",,,,,,"[mental_health_history_substance_treatment_past] = ""1""",,,,,,
mental_health_history_substance_treatment_past_type_other,mental_health_history,,text,"If other, please describe: ",,,,,,,"[mental_health_history_substance_treatment_past_type(4)] = ""1""",,,,,,
mental_health_history_substance_support_current,mental_health_history,,yesno,"Are you currently receiving any other form of mental health support?

(For example, online forums, crisis hotlines, community programs, religious institutions, etc.)",,,,,,,"[mental_health_history_substance] = ""1"" or [mental_health_history_substance] = ""2""",,,,,,
mental_health_history_substance_support_current_type,mental_health_history,,checkbox,"Please select which type(s) of mental health support you are receiving.

(Check all that apply)","1, Online forums | 2, Crisis hotlines | 3, Community outreach programs | 4, Religious institutions | 5, Other",,,,,,"[mental_health_history_substance_support_current] = '1'",,,,,,
mental_health_history_substance_support_current_type_other,mental_health_history,,text,"If other, please describe:",,,,,,,"[mental_health_history_substance_support_current_type(5)] = ""1""",,,,,,
mental_health_history_substance_support_past,mental_health_history,,yesno,"Have you received any other form of mental health support in the past?

(For example, online forums, crisis hotlines, community programs, religious institutions, etc.)",,,,,,,"[mental_health_history_substance] = ""1"" or [mental_health_history_substance] = ""2""",,,,,,
mental_health_history_substance_support_past_type,mental_health_history,,checkbox,"Please select which type(s) of mental health support you received. 

(Check all that apply)","1, Online forums | 2, Crisis hotlines | 3, Community outreach programs | 4, Religious institutions | 5, Other",,,,,,"[mental_health_history_substance_support_past] = '1'",,,,,,
mental_health_history_substance_support_past_type_other,mental_health_history,,text,"If other, please describe:",,,,,,,"[mental_health_history_substance_support_past_type(5)] = ""1""",,,,,,
mental_health_history_neurocognitive_type,mental_health_history," Neurocognitive Disorder(s) (e.g., Delirium)",text,"What is your diagnosed or suspected neurocognitive disorder?",,,,,,,"[mental_health_history_neurocognitive] = ""1"" or [mental_health_history_neurocognitive] = ""2""",,,,,,
mental_health_history_neurocognitive_year,mental_health_history,,text,"What year did you receive or suspect this diagnosis?",,,,,,,"[mental_health_history_neurocognitive] = ""1"" or [mental_health_history_neurocognitive] = ""2""",,,,,,
mental_health_history_neurocognitive_treatment_current,mental_health_history,,yesno,"Are you currently receiving treatment for this disorder?

(For example, medication, talk therapy, etc.)
",,,,,,,"[mental_health_history_neurocognitive] = ""1"" or [mental_health_history_neurocognitive] = ""2""",,,,,,
mental_health_history_neurocognitive_treatment_current_type,mental_health_history,,checkbox,"Please select which type(s) of treatment options you are currently participating in.

(Check all that apply)","0, Psychotherapy (""Talk therapy"") or counseling | 1, Medication | 2, Support groups | 3, Residential mental health treatment | 4, Other",,,,,,"[mental_health_history_neurocognitive_treatment_current] = ""1""",,,,,,
mental_health_history_neurocognitive_treatment_current_type_other,mental_health_history,,text,"if other, please describe: ",,,,,,,"[mental_health_history_neurocognitive_treatment_current_type(4)] = ""1""",,,,,,
mental_health_history_neurocognitive_treatment_past,mental_health_history,,yesno,"Have you received treatment for this disorder in the past?

(For example, medication, talk therapy, etc.)",,,,,,,"[mental_health_history_neurocognitive] = ""1"" or [mental_health_history_neurocognitive] = ""2""",,,,,,
mental_health_history_neurocognitive_treatment_past_type,mental_health_history,,checkbox,"Please select which type(s) of treatment options you have participated in.

(Check all that apply)","0, Psychotherapy (""Talk therapy"") or counseling | 1, Medication | 2, Support groups | 3, Residential mental health treatment | 4, Other",,,,,,"[mental_health_history_neurocognitive_treatment_past] = ""1""",,,,,,
mental_health_history_neurocognitive_treatment_past_type_other,mental_health_history,,text,"If other, please describe: ",,,,,,,"[mental_health_history_neurocognitive_treatment_past_type(4)] = ""1""",,,,,,
mental_health_history_neurocognitive_support_current,mental_health_history,,yesno,"Are you currently receiving any other form of mental health support?

(For example, online forums, crisis hotlines, community programs, religious institutions, etc.)",,,,,,,"[mental_health_history_neurocognitive] = ""1"" or [mental_health_history_neurocognitive] = ""2""",,,,,,
mental_health_history_neurocognitive_support_current_type,mental_health_history,,checkbox,"Please select which type(s) of mental health support you are receiving.

(Check all that apply)","1, Online forums | 2, Crisis hotlines | 3, Community outreach programs | 4, Religious institutions | 5, Other",,,,,,"[mental_health_history_neurocognitive_support_current] = '1'",,,,,,
mental_health_history_neurocognitive_support_current_type_other,mental_health_history,,text,"If other, please describe:",,,,,,,"[mental_health_history_neurocognitive_support_current_type(5)] = ""1""",,,,,,
mental_health_history_neurocognitive_support_past,mental_health_history,,yesno,"Have you received any other form of mental health support in the past?

(For example, online forums, crisis hotlines, community programs, religious institutions, etc.)",,,,,,,"[mental_health_history_neurocognitive] = ""1"" or [mental_health_history_neurocognitive] = ""2""",,,,,,
mental_health_history_neurocognitive_support_past_type,mental_health_history,,checkbox,"Please select which type(s) of mental health support you received. 

(Check all that apply)","1, Online forums | 2, Crisis hotlines | 3, Community outreach programs | 4, Religious institutions | 5, Other",,,,,,"[mental_health_history_neurocognitive_support_past] = '1'",,,,,,
mental_health_history_neurocognitive_support_past_type_other,mental_health_history,,text,"If other, please describe:",,,,,,,"[mental_health_history_neurocognitive_support_past_type(5)] = ""1""",,,,,,
mental_health_history_personality_type,mental_health_history," Personality Disorder(s) (e.g., Borderline Personality Disorder)",text,"What is your diagnosed or suspected personality disorder?",,,,,,,"[mental_health_history_personality] = ""1"" or [mental_health_history_personality] = ""2""",,,,,,
mental_health_history_personality_year,mental_health_history,,text,"What year did you receive or suspect this diagnosis?",,,,,,,"[mental_health_history_personality] = ""1"" or [mental_health_history_personality] = ""2""",,,,,,
mental_health_history_personality_treatment_current,mental_health_history,,yesno,"Are you currently receiving treatment for this disorder?

(For example, medication, talk therapy, etc.)
",,,,,,,"[mental_health_history_personality] = ""1"" or [mental_health_history_personality] = ""2""",,,,,,
mental_health_history_personality_treatment_current_type,mental_health_history,,checkbox,"Please select which type(s) of treatment options you are currently participating in.

(Check all that apply)","0, Psychotherapy (""Talk therapy"") or counseling | 1, Medication | 2, Support groups | 3, Residential mental health treatment | 4, Other",,,,,,"[mental_health_history_personality_treatment_current] = ""1""",,,,,,
mental_health_history_personality_treatment_current_type_other,mental_health_history,,text,"if other, please describe: ",,,,,,,"[mental_health_history_personality_treatment_current_type(4)] = ""1""",,,,,,
mental_health_history_personality_treatment_past,mental_health_history,,yesno,"Have you received treatment for this disorder in the past?

(For example, medication, talk therapy, etc.)",,,,,,,"[mental_health_history_personality] = ""1"" or [mental_health_history_personality] = ""2""",,,,,,
mental_health_history_personality_treatment_past_type,mental_health_history,,checkbox,"Please select which type(s) of treatment options you have participated in.

(Check all that apply)","0, Psychotherapy (""Talk therapy"") or counseling | 1, Medication | 2, Support groups | 3, Residential mental health treatment | 4, Other",,,,,,"[mental_health_history_personality_treatment_past] = ""1""",,,,,,
mental_health_history_personality_treatment_past_type_other,mental_health_history,,text,"If other, please describe: ",,,,,,,"[mental_health_history_personality_treatment_past_type(4)] = ""1""",,,,,,
mental_health_history_personality_support_current,mental_health_history,,yesno,"Are you currently receiving any other form of mental health support?

(For example, online forums, crisis hotlines, community programs, religious institutions, etc.)",,,,,,,"[mental_health_history_personality] = ""1"" or [mental_health_history_personality] = ""2""",,,,,,
mental_health_history_personality_support_current_type,mental_health_history,,checkbox,"Please select which type(s) of mental health support you are receiving.

(Check all that apply)","1, Online forums | 2, Crisis hotlines | 3, Community outreach programs | 4, Religious institutions | 5, Other",,,,,,"[mental_health_history_personality_support_current] = '1'",,,,,,
mental_health_history_personality_support_current_type_other,mental_health_history,,text,"If other, please describe:",,,,,,,"[mental_health_history_personality_support_current_type(5)] = ""1""",,,,,,
mental_health_history_personality_support_past,mental_health_history,,yesno,"Have you received any other form of mental health support in the past?

(For example, online forums, crisis hotlines, community programs, religious institutions, etc.)",,,,,,,"[mental_health_history_personality] = ""1"" or [mental_health_history_personality] = ""2""",,,,,,
mental_health_history_personality_support_past_type,mental_health_history,,checkbox,"Please select which type(s) of mental health support you received. 

(Check all that apply)","1, Online forums | 2, Crisis hotlines | 3, Community outreach programs | 4, Religious institutions | 5, Other",,,,,,"[mental_health_history_personality_support_past] = '1'",,,,,,
mental_health_history_personality_support_past_type_other,mental_health_history,,text,"If other, please describe:",,,,,,,"[mental_health_history_personality_support_past_type(5)] = ""1""",,,,,,
mental_health_history_paraphilic_type,mental_health_history," Paraphilic Disorder(s) (e.g., Exhibitionistic Disorder)",text,"What is your diagnosed or suspected paraphilic disorder?",,,,,,,"[mental_health_history_paraphilic] = ""1"" or [mental_health_history_paraphilic] = ""2""",,,,,,
mental_health_history_paraphilic_year,mental_health_history,,text,"What year did you receive or suspect this diagnosis?",,,,,,,"[mental_health_history_paraphilic] = ""1"" or [mental_health_history_paraphilic] = ""2""",,,,,,
mental_health_history_paraphilic_treatment_current,mental_health_history,,yesno,"Are you currently receiving treatment for this disorder?

(For example, medication, talk therapy, etc.)
",,,,,,,"[mental_health_history_paraphilic] = ""1"" or [mental_health_history_paraphilic] = ""2""",,,,,,
mental_health_history_paraphilic_treatment_current_type,mental_health_history,,checkbox,"Please select which type(s) of treatment options you are currently participating in.

(Check all that apply)","0, Psychotherapy (""Talk therapy"") or counseling | 1, Medication | 2, Support groups | 3, Residential mental health treatment | 4, Other",,,,,,"[mental_health_history_paraphilic_treatment_current] = ""1""",,,,,,
mental_health_history_paraphilic_treatment_current_type_other,mental_health_history,,text,"if other, please describe: ",,,,,,,"[mental_health_history_paraphilic_treatment_current_type(4)] = ""1""",,,,,,
mental_health_history_paraphilic_treatment_past,mental_health_history,,yesno,"Have you received treatment for this disorder in the past?

(For example, medication, talk therapy, etc.)",,,,,,,"[mental_health_history_paraphilic] = ""1"" or [mental_health_history_paraphilic] = ""2""",,,,,,
mental_health_history_paraphilic_treatment_past_type,mental_health_history,,checkbox,"Please select which type(s) of treatment options you have participated in.

(Check all that apply)","0, Psychotherapy (""Talk therapy"") or counseling | 1, Medication | 2, Support groups | 3, Residential mental health treatment | 4, Other",,,,,,"[mental_health_history_paraphilic_treatment_past] = ""1""",,,,,,
mental_health_history_paraphilic_treatment_past_type_other,mental_health_history,,text,"If other, please describe: ",,,,,,,"[mental_health_history_paraphilic_treatment_past_type(4)] = ""1""",,,,,,
mental_health_history_paraphilic_support_current,mental_health_history,,yesno,"Are you currently receiving any other form of mental health support?

(For example, online forums, crisis hotlines, community programs, religious institutions, etc.)",,,,,,,"[mental_health_history_paraphilic] = ""1"" or [mental_health_history_paraphilic] = ""2""",,,,,,
mental_health_history_paraphilic_support_current_type,mental_health_history,,checkbox,"Please select which type(s) of mental health support you are receiving.

(Check all that apply)","1, Online forums | 2, Crisis hotlines | 3, Community outreach programs | 4, Religious institutions | 5, Other",,,,,,"[mental_health_history_paraphilic_support_current] = '1'",,,,,,
mental_health_history_paraphilic_support_current_type_other,mental_health_history,,text,"If other, please describe:",,,,,,,"[mental_health_history_paraphilic_support_current_type(5)] = ""1""",,,,,,
mental_health_history_paraphilic_support_past,mental_health_history,,yesno,"Have you received any other form of mental health support in the past?

(For example, online forums, crisis hotlines, community programs, religious institutions, etc.)",,,,,,,"[mental_health_history_paraphilic] = ""1"" or [mental_health_history_paraphilic] = ""2""",,,,,,
mental_health_history_paraphilic_support_past_type,mental_health_history,,checkbox,"Please select which type(s) of mental health support you received. 

(Check all that apply)","1, Online forums | 2, Crisis hotlines | 3, Community outreach programs | 4, Religious institutions | 5, Other",,,,,,"[mental_health_history_paraphilic_support_past] = '1'",,,,,,
mental_health_history_paraphilic_support_past_type_other,mental_health_history,,text,"If other, please describe:",,,,,,,"[mental_health_history_paraphilic_support_past_type(5)] = ""1""",,,,,,
mental_health_history_other_type,mental_health_history," Other",text,"What is your diagnosed or suspected other disorder?",,,,,,,"[mental_health_history_other] = ""1"" or [mental_health_history_other] = ""2""",,,,,,
mental_health_history_other_year,mental_health_history,,text,"What year did you receive or suspect this diagnosis?",,,,,,,"[mental_health_history_other] = ""1"" or [mental_health_history_other] = ""2""",,,,,,
mental_health_history_other_treatment_current,mental_health_history,,yesno,"Are you currently receiving treatment for this disorder?

(For example, medication, talk therapy, etc.)
",,,,,,,"[mental_health_history_other] = ""1"" or [mental_health_history_other] = ""2""",,,,,,
mental_health_history_other_treatment_current_type,mental_health_history,,checkbox,"Please select which type(s) of treatment options you are currently participating in.

(Check all that apply)","0, Psychotherapy (""Talk therapy"") or counseling | 1, Medication | 2, Support groups | 3, Residential mental health treatment | 4, Other",,,,,,"[mental_health_history_other_treatment_current] = ""1""",,,,,,
mental_health_history_other_treatment_current_type_other,mental_health_history,,text,"if other, please describe: ",,,,,,,"[mental_health_history_other_treatment_current_type(4)] = ""1""",,,,,,
mental_health_history_other_treatment_past,mental_health_history,,yesno,"Have you received treatment for this disorder in the past?

(For example, medication, talk therapy, etc.)",,,,,,,"[mental_health_history_other] = ""1"" or [mental_health_history_other] = ""2""",,,,,,
mental_health_history_other_treatment_past_type,mental_health_history,,checkbox,"Please select which type(s) of treatment options you have participated in.

(Check all that apply)","0, Psychotherapy (""Talk therapy"") or counseling | 1, Medication | 2, Support groups | 3, Residential mental health treatment | 4, Other",,,,,,"[mental_health_history_other_treatment_past] = ""1""",,,,,,
mental_health_history_other_treatment_past_type_other,mental_health_history,,text,"If other, please describe: ",,,,,,,"[mental_health_history_other_treatment_past_type(4)] = ""1""",,,,,,
mental_health_history_other_support_current,mental_health_history,,yesno,"Are you currently receiving any other form of mental health support?

(For example, online forums, crisis hotlines, community programs, religious institutions, etc.)",,,,,,,"[mental_health_history_other] = ""1"" or [mental_health_history_other] = ""2""",,,,,,
mental_health_history_other_support_current_type,mental_health_history,,checkbox,"Please select which type(s) of mental health support you are receiving.

(Check all that apply)","1, Online forums | 2, Crisis hotlines | 3, Community outreach programs | 4, Religious institutions | 5, Other",,,,,,"[mental_health_history_other_support_current] = '1'",,,,,,
mental_health_history_other_support_current_type_other,mental_health_history,,text,"If other, please describe:",,,,,,,"[mental_health_history_other_support_current_type(5)] = ""1""",,,,,,
mental_health_history_other_support_past,mental_health_history,,yesno,"Have you received any other form of mental health support in the past?

(For example, online forums, crisis hotlines, community programs, religious institutions, etc.)",,,,,,,"[mental_health_history_other] = ""1"" or [mental_health_history_other] = ""2""",,,,,,
mental_health_history_other_support_past_type,mental_health_history,,checkbox,"Please select which type(s) of mental health support you received. 

(Check all that apply)","1, Online forums | 2, Crisis hotlines | 3, Community outreach programs | 4, Religious institutions | 5, Other",,,,,,"[mental_health_history_other_support_past] = '1'",,,,,,
mental_health_history_other_support_past_type_other,mental_health_history,,text,"If other, please describe:",,,,,,,"[mental_health_history_other_support_past_type(5)] = ""1""",,,,,,
mental_health_history_hospitalized,mental_health_history," ",yesno,"Have you ever been hospitalized for psychiatric reasons?",,,,,,,,,,,,,
mental_health_history_family,mental_health_history,,yesno,"Have any of your immediate family members been diagnosed with a mental health disorder?
",,,,,,,,,,,,,
mental_health_history_family_disorders,mental_health_history,,checkbox,"Which disorder were they diagnosed with?","1, Neurodevelopmental Disorder(s) (e.g., Attention-Deficit/Hyperactivity Disorder) | 2, Schizophrenia Spectrum and Other Psychotic Disorder(s) (e.g., Schizophrenia) | 3, Bipolar and Related Disorder(s) (e.g., Bipolar I Disorder) | 4, Depressive Disorder(s) (e.g., Major Depressive Disorder) | 5, Anxiety Disorder(s) (e.g., Social Anxiety Disorder) | 6, Obsessive-Compulsive and Related Disorder(s) (e.g., Obsessive-Compulsive Disorder) | 7, Trauma-and-Stressor-Related Disorder(s) (e.g., Posttraumatic Stress Disorder) | 8, Dissociative Disorder(s) (e.g., Dissociative Amnesia) | 9, Somatic Symptom and Related Disorder(s) (e.g., Illness Anxiety Disorder) | 10, Feeding and Eating Disorder(s) (e.g., Anorexia Nervosa) | 11, Elimination Disorder(s) (e.g., Enuresis) | 12, Sleep-Wake Disorder(s) (e.g., Insomnia) | 13, Sexual Dysfunction(s) (e.g., Erectile Disorder) | 14, Gender Dysphoria | 15, Disruptive, Impulse-Control, and Conduct Disorder(s) (e.g., Oppositional-Defiant Disorder) | 16, Substance-Related and Addictive Disorder(s)(e.g., Alcohol Use Disorder) | 17, Neurocognitive Disorder(s) (e.g., Delirium) | 18, Personality Disorder(s) (e.g., Borderline Personality Disorder) | 19, Paraphilic Disorder(s) (e.g., Exhibitionistic Disorder) | 20, Other",,,,,,"[mental_health_history_family] = '1'",,,,,,
mental_health_history_family_disorders_other,mental_health_history,,notes,"Family disorder(s)

Other (please describe)",,,,,,,"[mental_health_history_family_disorders(20)] = '1'",,,,,,
mental_health_history_help,mental_health_history,,yesno,"Do you feel that you have people you can turn to for help?",,,,,,,,,,,,,
mental_health_history_covid_services,mental_health_history,,radio,"Has the COVID-19 outbreak impacted the frequency with which you receive mental health support?
","-1, Yes, involvement in treatment/support services has decreased | 1, Yes, involvement in treatment/support services has increased | 0, No, involvement in treatment/support services has not changed",,,,,,"[mental_health_history_treatment_current] = '1' or [mental_health_history_treatment_past] = '1' or [mental_health_history_support_current] = '1' or [mental_health_history_support_past] = '1'",,,,,,
mental_health_history_covid_services_format,mental_health_history,,yesno,"Since the COVID-19, outbreak, has the format of your treatment/services changed?

(i.e., move to virtual or telehealth services)",,,,,,,"[mental_health_history_treatment_current] = '1' or [mental_health_history_treatment_past] = '1' or [mental_health_history_support_current] = '1' or [mental_health_history_support_past] = '1'",,,,,,
mental_health_history_services_virtual,mental_health_history,,yesno,"Have you ever received or participated in virtual mental health treatment or support?

(i.e., online or telehealth services)",,,,,,,,,,,,,
mental_health_history_services_virtual_helpfulness,mental_health_history,,radio,"How helpful is receiving mental health services via online/virtual platforms to you?","0, Not helpful | 1, Slightly helpful | 2, Moderately helpful | 3, Quite helpful | 4, Very helpful",,,,,,"[mental_health_history_services_virtual] = '1'",,,,,,
mental_health_history_virtual_helpfulness_comparison,mental_health_history,,radio,"How helpful is receiving mental health services via online/virtual platforms compared to receiving mental health services in person?","-2, Much less helfpul | -1, Slightly less helpful | 0, The same amount helpful | 1, Slightly more helpful | 2, Much more helpful",,,,,,"[mental_health_history_services_virtual] = '1'",,,,,,
med_check_instructions,med_check,,descriptive,"Many medications can affect physical symptoms and emotions, which will affect the results of this research. Please list all prescription, non-prescription, and recreational drugs (including prescriptions not prescribed to you) you are currently taking or have taken in the past two weeks. 

All answers are completely confidential. 
",,,,,,,,,,,,,
med_check_antidepressant,med_check," ",yesno,"Are you currently taking any antidepressants?

i.e. Prozac, Lexapro, Zoloft, Wellbutrin, etc.",,,,,,,,,,,,,
med_check_antidepressant_number,med_check,,radio,"How many antidepressants are you currently taking?","1, 1 | 2, 2 | 3, 3 | 4, More than 3",,,,,,"[med_check_antidepressant] = '1'",,,,,,
med_check_antidepressant_1,med_check,,text,"Antidepressant  1",,,,,,,"[med_check_antidepressant_number] = '1' or [med_check_antidepressant_number] = '2' or [med_check_antidepressant_number] = '3' or [med_check_antidepressant_number] = '4'",,,,,,
med_check_antidepressant_1_dosage,med_check,,text,"What is the dosage of [med_check_antidepressant_1]?",,,,,,,"[med_check_antidepressant_number] = '1' or [med_check_antidepressant_number] = '2' or [med_check_antidepressant_number] = '3' or [med_check_antidepressant_number] = '4'",,,,,,
med_check_antidepressant_1_duration,med_check,,text,"How long have you been taking [med_check_antidepressant_1]?",,months,,,,,"[med_check_antidepressant_number] = '1' or [med_check_antidepressant_number] = '2' or [med_check_antidepressant_number] = '3' or [med_check_antidepressant_number] = '4'",,,,,,
med_check_antidepressant_1_today,med_check,,yesno,"Have you taken [med_check_antidepressant_1] today?",,,,,,,"[med_check_antidepressant_number] = '1' or [med_check_antidepressant_number] = '2' or [med_check_antidepressant_number] = '3' or [med_check_antidepressant_number] = '4'",,,,,,
med_check_antidepressant_1_dosage_change,med_check,,radio,"Has your dosage changed since the onset of COVID-19?","1, Increased | 0, Stayed the same | -1, Decreased",,,,,,"[med_check_antidepressant_number] = '1' or [med_check_antidepressant_number] = '2' or [med_check_antidepressant_number] = '3' or [med_check_antidepressant_number] = '4'",,,,,,
med_check_antidepressant_1_dosage_change_1,med_check,,text,"If increased/decreased, by what dosage?",,,,,,,"[med_check_antidepressant_1_dosage_change] = '1' or [med_check_antidepressant_1_dosage_change] = '-1'",,,,,,
med_check_antidepressant_2,med_check,,text,"Antidepressant 2",,,,,,,"[med_check_antidepressant_number] = '2' or [med_check_antidepressant_number] = '3' or [med_check_antidepressant_number] = '4'",,,,,,
med_check_antidepressant_2_dosage,med_check,,text,"What is the dosage of [med_check_antidepressant_2]?",,,,,,,"[med_check_antidepressant_number] = '2' or [med_check_antidepressant_number] = '3' or [med_check_antidepressant_number] = '4'",,,,,,
med_check_antidepressant_2_duration,med_check,,text,"How long have you been taking [med_check_antidepressant_2]?",,months,,,,,"[med_check_antidepressant_number] = '2' or [med_check_antidepressant_number] = '3' or [med_check_antidepressant_number] = '4'",,,,,,
med_check_antidepressant_2_today,med_check,,yesno,"Have you taken [med_check_antidepressant_2] today?",,,,,,,"[med_check_antidepressant_number] = '2' or [med_check_antidepressant_number] = '3' or [med_check_antidepressant_number] = '4'",,,,,,
med_check_antidepressant_2_dosage_change,med_check,,radio,"Has your dosage changed since the onset of COVID-19?","1, Increased | 0, Stayed the same | -1, Decreased",,,,,,"[med_check_antidepressant_number] = '2' or [med_check_antidepressant_number] = '3' or [med_check_antidepressant_number] = '4'",,,,,,
med_check_antidepressant_2_dosage_change_1,med_check,,text,"If increased/decreased - by what dosage?",,,,,,,"[med_check_antidepressant_2_dosage_change] = '-1' or [med_check_antidepressant_2_dosage_change] = '1'",,,,,,
med_check_antidepressant_3,med_check,,text,"Antidepressant 3",,,,,,,"[med_check_antidepressant_number] = '3' or [med_check_antidepressant_number] = '4'",,,,,,
